id,name,formula,rt,smiles.std,inchi.std,inchikey.std,classyfire.kingdom,classyfire.superclass,classyfire.class,classyfire.subclass,classyfire.level5,classyfire.level6,comment,source_file,source_dir,column.name,column.usp.code,column.length,column.id,column.particle.size,column.temperature,column.flowrate,column.t0,eluent.A.h2o,eluent.A.meoh,eluent.A.acn,eluent.A.iproh,eluent.A.acetone,eluent.A.hex,eluent.A.chcl3,eluent.A.ch2cl2,eluent.A.hept,eluent.A.formic,eluent.A.formic.unit,eluent.A.acetic,eluent.A.acetic.unit,eluent.A.trifluoroacetic,eluent.A.trifluoroacetic.unit,eluent.A.phosphor,eluent.A.phosphor.unit,eluent.A.nh4ac,eluent.A.nh4ac.unit,eluent.A.nh4form,eluent.A.nh4form.unit,eluent.A.nh4carb,eluent.A.nh4carb.unit,eluent.A.nh4bicarb,eluent.A.nh4bicarb.unit,eluent.A.nh4f,eluent.A.nh4f.unit,eluent.A.nh4oh,eluent.A.nh4oh.unit,eluent.A.trieth,eluent.A.trieth.unit,eluent.A.triprop,eluent.A.triprop.unit,eluent.A.tribut,eluent.A.tribut.unit,eluent.A.nndimethylhex,eluent.A.nndimethylhex.unit,eluent.A.medronic,eluent.A.medronic.unit,eluent.A.pH,eluent.B.h2o,eluent.B.meoh,eluent.B.acn,eluent.B.iproh,eluent.B.acetone,eluent.B.hex,eluent.B.chcl3,eluent.B.ch2cl2,eluent.B.hept,eluent.B.formic,eluent.B.formic.unit,eluent.B.acetic,eluent.B.acetic.unit,eluent.B.trifluoroacetic,eluent.B.trifluoroacetic.unit,eluent.B.phosphor,eluent.B.phosphor.unit,eluent.B.nh4ac,eluent.B.nh4ac.unit,eluent.B.nh4form,eluent.B.nh4form.unit,eluent.B.nh4carb,eluent.B.nh4carb.unit,eluent.B.nh4bicarb,eluent.B.nh4bicarb.unit,eluent.B.nh4f,eluent.B.nh4f.unit,eluent.B.nh4oh,eluent.B.nh4oh.unit,eluent.B.trieth,eluent.B.trieth.unit,eluent.B.triprop,eluent.B.triprop.unit,eluent.B.tribut,eluent.B.tribut.unit,eluent.B.nndimethylhex,eluent.B.nndimethylhex.unit,eluent.B.medronic,eluent.B.medronic.unit,eluent.B.pH,eluent.C.h2o,eluent.C.meoh,eluent.C.acn,eluent.C.iproh,eluent.C.acetone,eluent.C.hex,eluent.C.chcl3,eluent.C.ch2cl2,eluent.C.hept,eluent.C.formic,eluent.C.formic.unit,eluent.C.acetic,eluent.C.acetic.unit,eluent.C.trifluoroacetic,eluent.C.trifluoroacetic.unit,eluent.C.phosphor,eluent.C.phosphor.unit,eluent.C.nh4ac,eluent.C.nh4ac.unit,eluent.C.nh4form,eluent.C.nh4form.unit,eluent.C.nh4carb,eluent.C.nh4carb.unit,eluent.C.nh4bicarb,eluent.C.nh4bicarb.unit,eluent.C.nh4f,eluent.C.nh4f.unit,eluent.C.nh4oh,eluent.C.nh4oh.unit,eluent.C.trieth,eluent.C.trieth.unit,eluent.C.triprop,eluent.C.triprop.unit,eluent.C.tribut,eluent.C.tribut.unit,eluent.C.nndimethylhex,eluent.C.nndimethylhex.unit,eluent.C.medronic,eluent.C.medronic.unit,eluent.C.pH,eluent.D.h2o,eluent.D.meoh,eluent.D.acn,eluent.D.iproh,eluent.D.acetone,eluent.D.hex,eluent.D.chcl3,eluent.D.ch2cl2,eluent.D.hept,eluent.D.formic,eluent.D.formic.unit,eluent.D.acetic,eluent.D.acetic.unit,eluent.D.trifluoroacetic,eluent.D.trifluoroacetic.unit,eluent.D.phosphor,eluent.D.phosphor.unit,eluent.D.nh4ac,eluent.D.nh4ac.unit,eluent.D.nh4form,eluent.D.nh4form.unit,eluent.D.nh4carb,eluent.D.nh4carb.unit,eluent.D.nh4bicarb,eluent.D.nh4bicarb.unit,eluent.D.nh4f,eluent.D.nh4f.unit,eluent.D.nh4oh,eluent.D.nh4oh.unit,eluent.D.trieth,eluent.D.trieth.unit,eluent.D.triprop,eluent.D.triprop.unit,eluent.D.tribut,eluent.D.tribut.unit,eluent.D.nndimethylhex,eluent.D.nndimethylhex.unit,eluent.D.medronic,eluent.D.medronic.unit,eluent.D.pH,gradient.start.A,gradient.start.B,gradient.start.C,gradient.start.D,gradient.end.A,gradient.end.B,gradient.end.C,gradient.end.D
0002_00102,amygdalin,C20H27NO11,19.3,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,"InChI=1S/C20H27NO11/c21-6-10(9-4-2-1-3-5-9)30-20-18(28)16(26)14(24)12(32-20)8-29-19-17(27)15(25)13(23)11(7-22)31-19/h1-5,10-20,22-28H,7-8H2",XUCIJNAGGSZNQT-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Glycosyl compounds (CHEMONTID:0002105),Cyanogenic glycosides (CHEMONTID:0002365),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00103,anisaldehyde,C8H8O2,27.1,COC1=CC=C(C=C1)C=O,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",ZRSNZINYAWTAHE-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzoyl derivatives (CHEMONTID:0000321),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00104,anthranilic acid,C7H7NO2,19.095,C1=CC=C(C(=C1)C(=O)O)N,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)",RWZYAGGXGHYGMB-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzoic acids and derivatives (CHEMONTID:0000176),Aminobenzoic acids and derivatives (CHEMONTID:0000281),Aminobenzoic acids (CHEMONTID:0002948),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00105,apigenin,C15H10O5,37.1,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",KZNIFHPLKGYRTM-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),Flavonoids (CHEMONTID:0000334),Flavones (CHEMONTID:0001615),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00106,apigenin-7-O-glucoside,C21H20O10,28.915,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,"InChI=1S/C21H20O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-7,16,18-24,26-28H,8H2",KMOUJOKENFFTPU-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),Flavonoids (CHEMONTID:0000334),Flavonoid glycosides (CHEMONTID:0001111),Flavonoid O-glycosides (CHEMONTID:0001583),Flavonoid-7-O-glycosides (CHEMONTID:0003533),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00107,apiin,C26H28O14,29.56,C1C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O,"InChI=1S/C26H28O14/c27-8-18-20(32)21(33)22(40-25-23(34)26(35,9-28)10-36-25)24(39-18)37-13-5-14(30)19-15(31)7-16(38-17(19)6-13)11-1-3-12(29)4-2-11/h1-7,18,20-25,27-30,32-35H,8-10H2",NTDLXWMIWOECHG-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),Flavonoids (CHEMONTID:0000334),Flavonoid glycosides (CHEMONTID:0001111),Flavonoid O-glycosides (CHEMONTID:0001583),Flavonoid-7-O-glycosides (CHEMONTID:0003533),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00108,arabinose,C5H10O5,1.4075,C(C(C(C(C=O)O)O)O)O,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2",PYMYPHUHKUWMLA-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Monosaccharides (CHEMONTID:0001540),Pentoses (CHEMONTID:0001497),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00109,arachidonic acid,C20H32O2,53.5,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,"InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)",YZXBAPSDXZZRGB-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Lipids and lipid-like molecules (CHEMONTID:0000012),Fatty Acyls (CHEMONTID:0003909),Fatty acids and conjugates (CHEMONTID:0000262),Long-chain fatty acids (CHEMONTID:0002949),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00110,arbutin,C12H16O7,7.605,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,"InChI=1S/C12H16O7/c13-5-8-9(15)10(16)11(17)12(19-8)18-7-3-1-6(14)2-4-7/h1-4,8-17H,5H2",BJRNKVDFDLYUGJ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic oxygen compounds (CHEMONTID:0004603),Organooxygen compounds (CHEMONTID:0000323),Carbohydrates and carbohydrate conjugates (CHEMONTID:0000011),Glycosyl compounds (CHEMONTID:0002105),Phenolic glycosides (CHEMONTID:0004165),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00111,a-viniferin,C42H30O9,32.975,C1=CC(=CC=C1C2C3C4=C5C(C(OC5=CC(=C4)O)C6=CC=C(C=C6)O)C7=C8C(C(OC8=CC(=C7)O)C9=CC=C(C=C9)O)C1=C3C(=CC(=C1)O)O2)O,"InChI=1S/C42H30O9/c43-22-7-1-19(2-8-22)40-37-28-13-25(46)17-32-35(28)39(42(50-32)21-5-11-24(45)12-6-21)30-15-27(48)18-33-36(30)38(29-14-26(47)16-31(49-40)34(29)37)41(51-33)20-3-9-23(44)10-4-20/h1-18,37-48H",KUTVNHOAKHJJFL-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),2-arylbenzofuran flavonoids (CHEMONTID:0003405),NA (NA),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00112,baicalein,C15H10O5,36.65,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,"InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H",FXNFHKRTJBSTCS-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),Flavonoids (CHEMONTID:0000334),Flavones (CHEMONTID:0001615),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00113,behenic acid,C22H44O2,58.7,CCCCCCCCCCCCCCCCCCCCCC(=O)O,"InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)",UKMSUNONTOPOIO-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Lipids and lipid-like molecules (CHEMONTID:0000012),Fatty Acyls (CHEMONTID:0003909),Fatty acids and conjugates (CHEMONTID:0000262),Very long-chain fatty acids (CHEMONTID:0002950),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00114,benzoic acid,C7H6O2,26.2,C1=CC=C(C=C1)C(=O)O,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzoic acids and derivatives (CHEMONTID:0000176),Benzoic acids (CHEMONTID:0002565),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00115,benzophenone,C13H10O,39.1,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,RWCCWEUUXYIKHB-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzophenones (CHEMONTID:0000120),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00116,benzyl benzoate,C14H12O2,43.5,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"InChI=1S/C14H12O2/c15-14(13-9-5-2-6-10-13)16-11-12-7-3-1-4-8-12/h1-10H,11H2",SESFRYSPDFLNCH-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzoic acids and derivatives (CHEMONTID:0000176),Benzoic acid esters (CHEMONTID:0001350),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00117,betaine,C4H6O4,1.375,C[N+](C)(C)CC(=O)[O-],"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic acids and derivatives (CHEMONTID:0000264),Carboxylic acids and derivatives (CHEMONTID:0000265),"Amino acids, peptides, and analogues (CHEMONTID:0000013)",Amino acids and derivatives (CHEMONTID:0000347),Alpha amino acids and derivatives (CHEMONTID:0000060),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00118,beta-resorcylic acid,C7H6O4,19.6,C1=CC(=C(C=C1O)O)C(=O)O,"InChI=1S/C7H6O4/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,8-9H,(H,10,11)",UIAFKZKHHVMJGS-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Benzenoids (CHEMONTID:0002448),Benzene and substituted derivatives (CHEMONTID:0002279),Benzoic acids and derivatives (CHEMONTID:0000176),Hydroxybenzoic acid derivatives (CHEMONTID:0001248),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00119,betulinic acid,C30H48O3,53.2,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,"InChI=1S/C30H48O3/c1-18(2)19-10-15-30(25(32)33)17-16-28(6)20(24(19)30)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h19-24,31H,1,8-17H2,2-7H3,(H,32,33)",QGJZLNKBHJESQX-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Lipids and lipid-like molecules (CHEMONTID:0000012),Prenol lipids (CHEMONTID:0000259),Triterpenoids (CHEMONTID:0001553),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00120,bilirubin,C33H36N4O6,56.41,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,"InChI=1S/C33H36N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-14,34-35H,1-2,9-12,15H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)",BPYKTIZUTYGOLE-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Tetrapyrroles and derivatives (CHEMONTID:0001455),Bilirubins (CHEMONTID:0001593),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00121,b-ionol,C13H22O,46.3,CC1=C(C(CCC1)(C)C)C=CC(C)O,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8,11,14H,5-6,9H2,1-4H3",CNOPDZWOYFOHGN-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Lipids and lipid-like molecules (CHEMONTID:0000012),Prenol lipids (CHEMONTID:0000259),Sesquiterpenoids (CHEMONTID:0001550),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00122,biotin,C10H16N2O3S,21.6,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)",YBJHBAHKTGYVGT-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organoheterocyclic compounds (CHEMONTID:0000002),Biotin and derivatives (CHEMONTID:0000244),NA (NA),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00123,Butyl stearate,C22H44O2,59.54,CCCCCCCCCCCCCCCCCC(=O)OCCCC,"InChI=1S/C22H44O2/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22(23)24-21-6-4-2/h3-21H2,1-2H3",ULBTUVJTXULMLP-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Lipids and lipid-like molecules (CHEMONTID:0000012),Fatty Acyls (CHEMONTID:0003909),Fatty acid esters (CHEMONTID:0000324),NA (NA),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00124,cadaverine,C5H14N2,1.1,C(CCN)CCN,InChI=1S/C5H14N2/c6-4-2-1-3-5-7/h1-7H2,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Organic nitrogen compounds (CHEMONTID:0004707),Organonitrogen compounds (CHEMONTID:0000278),Amines (CHEMONTID:0002449),Primary amines (CHEMONTID:0002450),Monoalkylamines (CHEMONTID:0000469),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002_00125,caffeic acid,C9H8O4,20.7,C1=CC(=C(C=C1C=CC(=O)O)O)O,"InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)",QAIPRVGONGVQAS-UHFFFAOYSA-N,Organic compounds (CHEMONTID:0000000),Phenylpropanoids and polyketides (CHEMONTID:0000261),Cinnamic acids and derivatives (CHEMONTID:0000476),Hydroxycinnamic acids and derivatives (CHEMONTID:0001391),Hydroxycinnamic acids (CHEMONTID:0002503),NA (NA),,0002_rtdata_canonical_success.tsv,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
